record_id,month,day,year,plot_id,species_id,sex,hindfoot_length,weight,genus,species,taxa,plot_type
254,10,16,1977,20,DM,F,36,43,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
275,10,16,1977,20,DM,M,37,41,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
360,11,12,1977,20,DM,F,35,39,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
369,11,12,1977,20,DM,F,36,39,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
425,12,10,1977,20,DM,F,36,38,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
439,12,10,1977,20,DM,F,36,39,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
508,1,8,1978,20,DM,F,36,36,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
524,1,8,1978,20,DM,NA,NA,NA,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
589,2,18,1978,20,DM,F,39,38,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
597,2,18,1978,20,DM,F,33,39,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
651,3,11,1978,20,DM,M,38,45,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
665,3,11,1978,20,DM,F,35,43,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
667,3,11,1978,20,DM,F,35,42,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
743,4,8,1978,20,DM,M,36,NA,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
753,4,8,1978,20,DM,F,36,NA,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
847,5,6,1978,20,DM,M,35,45,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
865,5,17,1978,20,DM,F,37,31,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
874,5,17,1978,20,DM,M,37,40,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
938,6,8,1978,20,DM,M,38,46,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
942,6,8,1978,20,DM,M,32,48,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
952,6,8,1978,20,DM,F,34,26,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
958,6,8,1978,20,DM,F,36,42,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
1038,7,7,1978,20,DM,F,33,32,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
1113,8,4,1978,20,DM,F,35,36,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
1206,9,3,1978,20,DM,F,37,39,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
1310,10,7,1978,20,DM,F,36,41,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
1320,10,7,1978,20,DM,F,35,35,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
1217,9,3,1978,20,PF,M,16,8,Perognathus,flavus,Rodent,Short-term Krat Exclosure
262,10,16,1977,20,PE,M,19,20,Peromyscus,eremicus,Rodent,Short-term Krat Exclosure
744,4,8,1978,20,PE,F,21,NA,Peromyscus,eremicus,Rodent,Short-term Krat Exclosure
149,8,21,1977,20,DS,M,50,NA,Dipodomys,spectabilis,Rodent,Short-term Krat Exclosure
154,8,21,1977,20,DS,F,47,NA,Dipodomys,spectabilis,Rodent,Short-term Krat Exclosure
155,8,21,1977,20,DS,NA,NA,NA,Dipodomys,spectabilis,Rodent,Short-term Krat Exclosure
184,9,11,1977,20,DS,M,52,NA,Dipodomys,spectabilis,Rodent,Short-term Krat Exclosure
286,10,16,1977,20,DS,M,50,NA,Dipodomys,spectabilis,Rodent,Short-term Krat Exclosure
367,11,12,1977,20,DS,M,51,115,Dipodomys,spectabilis,Rodent,Short-term Krat Exclosure
448,12,10,1977,20,DS,M,51,116,Dipodomys,spectabilis,Rodent,Short-term Krat Exclosure
528,1,8,1978,20,DS,M,51,122,Dipodomys,spectabilis,Rodent,Short-term Krat Exclosure
674,3,11,1978,20,DS,M,49,122,Dipodomys,spectabilis,Rodent,Short-term Krat Exclosure
763,4,8,1978,20,DS,M,50,NA,Dipodomys,spectabilis,Rodent,Short-term Krat Exclosure
841,5,6,1978,20,DS,M,NA,123,Dipodomys,spectabilis,Rodent,Short-term Krat Exclosure
872,5,17,1978,20,DS,M,52,130,Dipodomys,spectabilis,Rodent,Short-term Krat Exclosure
980,6,8,1978,20,DS,M,51,124,Dipodomys,spectabilis,Rodent,Short-term Krat Exclosure
1231,9,3,1978,20,DS,M,51,127,Dipodomys,spectabilis,Rodent,Short-term Krat Exclosure
1326,10,7,1978,20,DS,M,52,131,Dipodomys,spectabilis,Rodent,Short-term Krat Exclosure
1429,11,4,1978,20,DS,M,50,130,Dipodomys,spectabilis,Rodent,Short-term Krat Exclosure
1497,12,2,1978,20,DS,M,51,136,Dipodomys,spectabilis,Rodent,Short-term Krat Exclosure
1126,8,4,1978,20,PP,F,22,13,Chaetodipus,penicillatus,Rodent,Short-term Krat Exclosure
659,3,11,1978,20,OT,F,20,21,Onychomys,torridus,Rodent,Short-term Krat Exclosure
1117,8,4,1978,20,OL,M,20,17,Onychomys,leucogaster,Rodent,Short-term Krat Exclosure
282,10,16,1977,22,NL,NA,NA,NA,Neotoma,albigula,Rodent,Control
848,5,6,1978,22,NL,M,32,212,Neotoma,albigula,Rodent,Control
45,7,18,1977,22,DM,M,36,NA,Dipodomys,merriami,Rodent,Control
53,7,18,1977,22,DM,M,36,NA,Dipodomys,merriami,Rodent,Control
57,7,18,1977,22,DM,NA,NA,NA,Dipodomys,merriami,Rodent,Control
122,8,21,1977,22,DM,F,33,NA,Dipodomys,merriami,Rodent,Control
125,8,21,1977,22,DM,M,35,NA,Dipodomys,merriami,Rodent,Control
131,8,21,1977,22,DM,M,37,NA,Dipodomys,merriami,Rodent,Control
132,8,21,1977,22,DM,F,33,NA,Dipodomys,merriami,Rodent,Control
138,8,21,1977,22,DM,M,37,NA,Dipodomys,merriami,Rodent,Control
158,9,11,1977,22,DM,M,36,48,Dipodomys,merriami,Rodent,Control
164,9,11,1977,22,DM,F,36,36,Dipodomys,merriami,Rodent,Control
244,10,16,1977,22,DM,F,36,42,Dipodomys,merriami,Rodent,Control
260,10,16,1977,22,DM,F,36,36,Dipodomys,merriami,Rodent,Control
345,11,12,1977,22,DM,F,34,45,Dipodomys,merriami,Rodent,Control
372,11,12,1977,22,DM,F,36,35,Dipodomys,merriami,Rodent,Control
426,12,10,1977,22,DM,M,36,45,Dipodomys,merriami,Rodent,Control
592,2,18,1978,22,DM,M,39,45,Dipodomys,merriami,Rodent,Control
654,3,11,1978,22,DM,F,37,40,Dipodomys,merriami,Rodent,Control
745,4,8,1978,22,DM,F,37,NA,Dipodomys,merriami,Rodent,Control
766,4,8,1978,22,DM,F,35,NA,Dipodomys,merriami,Rodent,Control
834,5,6,1978,22,DM,M,38,47,Dipodomys,merriami,Rodent,Control
954,6,8,1978,22,DM,M,36,45,Dipodomys,merriami,Rodent,Control
1109,8,4,1978,22,DM,M,37,45,Dipodomys,merriami,Rodent,Control
1480,12,2,1978,22,DM,F,36,NA,Dipodomys,merriami,Rodent,Control
1515,12,2,1978,22,DM,M,37,42,Dipodomys,merriami,Rodent,Control
172,9,11,1977,22,PF,F,NA,8,Perognathus,flavus,Rodent,Control
968,6,8,1978,22,PF,M,13,7,Perognathus,flavus,Rodent,Control
267,10,16,1977,22,DS,F,46,NA,Dipodomys,spectabilis,Rodent,Control
653,3,11,1978,22,DS,F,47,133,Dipodomys,spectabilis,Rodent,Control
759,4,8,1978,22,DS,F,49,NA,Dipodomys,spectabilis,Rodent,Control
843,5,6,1978,22,DS,F,50,114,Dipodomys,spectabilis,Rodent,Control
850,5,6,1978,22,DS,F,48,91,Dipodomys,spectabilis,Rodent,Control
870,5,17,1978,22,DS,F,49,116,Dipodomys,spectabilis,Rodent,Control
873,5,17,1978,22,DS,F,50,NA,Dipodomys,spectabilis,Rodent,Control
949,6,8,1978,22,DS,F,49,120,Dipodomys,spectabilis,Rodent,Control
962,6,8,1978,22,DS,F,47,117,Dipodomys,spectabilis,Rodent,Control
967,6,8,1978,22,DS,F,49,99,Dipodomys,spectabilis,Rodent,Control
1044,7,7,1978,22,DS,F,50,119,Dipodomys,spectabilis,Rodent,Control
1050,7,7,1978,22,DS,F,49,123,Dipodomys,spectabilis,Rodent,Control
1054,7,7,1978,22,DS,F,52,105,Dipodomys,spectabilis,Rodent,Control
1128,8,4,1978,22,DS,F,52,115,Dipodomys,spectabilis,Rodent,Control
1213,9,3,1978,22,DS,F,NA,110,Dipodomys,spectabilis,Rodent,Control
1223,9,3,1978,22,DS,F,50,128,Dipodomys,spectabilis,Rodent,Control
1238,9,3,1978,22,DS,F,50,125,Dipodomys,spectabilis,Rodent,Control
1323,10,7,1978,22,DS,F,51,112,Dipodomys,spectabilis,Rodent,Control
1336,10,7,1978,22,DS,F,50,124,Dipodomys,spectabilis,Rodent,Control
1425,11,4,1978,22,DS,F,49,129,Dipodomys,spectabilis,Rodent,Control
1503,12,2,1978,22,DS,F,50,118,Dipodomys,spectabilis,Rodent,Control
1509,12,2,1978,22,DS,F,51,132,Dipodomys,spectabilis,Rodent,Control
248,10,16,1977,22,OT,M,NA,21,Onychomys,torridus,Rodent,Control
746,4,8,1978,22,OT,M,20,NA,Onychomys,torridus,Rodent,Control
351,11,12,1977,22,OL,NA,NA,NA,Onychomys,leucogaster,Rodent,Control
1482,12,2,1978,22,OL,M,20,28,Onychomys,leucogaster,Rodent,Control
1491,12,2,1978,22,OL,M,21,33,Onychomys,leucogaster,Rodent,Control
1495,12,2,1978,22,OL,F,21,32,Onychomys,leucogaster,Rodent,Control
1508,12,2,1978,22,OL,M,20,27,Onychomys,leucogaster,Rodent,Control
314,10,17,1977,14,NL,NA,NA,NA,Neotoma,albigula,Rodent,Control
393,11,13,1977,14,NL,NA,NA,NA,Neotoma,albigula,Rodent,Control
486,12,11,1977,14,NL,NA,NA,NA,Neotoma,albigula,Rodent,Control
554,1,9,1978,14,NL,NA,NA,NA,Neotoma,albigula,Rodent,Control
629,2,19,1978,14,NL,NA,NA,197,Neotoma,albigula,Rodent,Control
1081,7,8,1978,14,NL,M,33,113,Neotoma,albigula,Rodent,Control
1285,9,4,1978,14,NL,M,32,118,Neotoma,albigula,Rodent,Control
1377,10,8,1978,14,NL,NA,NA,NA,Neotoma,albigula,Rodent,Control
1465,11,5,1978,14,NL,M,32,153,Neotoma,albigula,Rodent,Control
1530,12,3,1978,14,NL,M,NA,169,Neotoma,albigula,Rodent,Control
21,7,17,1977,14,DM,F,34,NA,Dipodomys,merriami,Rodent,Control
124,8,21,1977,14,DM,M,36,NA,Dipodomys,merriami,Rodent,Control
127,8,21,1977,14,DM,M,33,NA,Dipodomys,merriami,Rodent,Control
129,8,21,1977,14,DM,F,34,NA,Dipodomys,merriami,Rodent,Control
148,8,21,1977,14,DM,M,37,NA,Dipodomys,merriami,Rodent,Control
152,8,21,1977,14,DM,M,38,NA,Dipodomys,merriami,Rodent,Control
197,9,12,1977,14,DM,M,37,51,Dipodomys,merriami,Rodent,Control
208,9,12,1977,14,DM,M,37,45,Dipodomys,merriami,Rodent,Control
213,9,12,1977,14,DM,F,35,49,Dipodomys,merriami,Rodent,Control
215,9,12,1977,14,DM,F,36,46,Dipodomys,merriami,Rodent,Control
289,10,17,1977,14,DM,M,38,47,Dipodomys,merriami,Rodent,Control
305,10,17,1977,14,DM,F,35,40,Dipodomys,merriami,Rodent,Control
319,10,17,1977,14,DM,M,36,45,Dipodomys,merriami,Rodent,Control
379,11,13,1977,14,DM,M,36,44,Dipodomys,merriami,Rodent,Control
395,11,13,1977,14,DM,M,36,43,Dipodomys,merriami,Rodent,Control
396,11,13,1977,14,DM,F,36,40,Dipodomys,merriami,Rodent,Control
461,12,11,1977,14,DM,M,36,41,Dipodomys,merriami,Rodent,Control
479,12,11,1977,14,DM,F,36,40,Dipodomys,merriami,Rodent,Control
490,12,11,1977,14,DM,M,37,44,Dipodomys,merriami,Rodent,Control
550,1,9,1978,14,DM,F,36,40,Dipodomys,merriami,Rodent,Control
559,1,9,1978,14,DM,M,36,46,Dipodomys,merriami,Rodent,Control
619,2,19,1978,14,DM,F,39,44,Dipodomys,merriami,Rodent,Control
692,3,12,1978,14,DM,NA,NA,NA,Dipodomys,merriami,Rodent,Control
698,3,12,1978,14,DM,F,NA,NA,Dipodomys,merriami,Rodent,Control
810,4,9,1978,14,DM,F,NA,49,Dipodomys,merriami,Rodent,Control
903,5,18,1978,14,DM,M,35,NA,Dipodomys,merriami,Rodent,Control
907,5,18,1978,14,DM,F,36,44,Dipodomys,merriami,Rodent,Control
992,6,9,1978,14,DM,M,38,46,Dipodomys,merriami,Rodent,Control
1025,6,9,1978,14,DM,M,35,28,Dipodomys,merriami,Rodent,Control
1080,7,8,1978,14,DM,F,36,39,Dipodomys,merriami,Rodent,Control
1104,7,8,1978,14,DM,F,38,47,Dipodomys,merriami,Rodent,Control
1177,8,5,1978,14,DM,M,35,36,Dipodomys,merriami,Rodent,Control
1184,8,5,1978,14,DM,F,36,43,Dipodomys,merriami,Rodent,Control
1252,9,4,1978,14,DM,F,36,40,Dipodomys,merriami,Rodent,Control
1259,9,4,1978,14,DM,M,36,47,Dipodomys,merriami,Rodent,Control
1289,9,4,1978,14,DM,F,36,47,Dipodomys,merriami,Rodent,Control
1356,10,8,1978,14,DM,F,36,37,Dipodomys,merriami,Rodent,Control
1379,10,8,1978,14,DM,M,38,45,Dipodomys,merriami,Rodent,Control
1448,11,5,1978,14,DM,M,37,45,Dipodomys,merriami,Rodent,Control
1466,11,5,1978,14,DM,F,36,43,Dipodomys,merriami,Rodent,Control
1538,12,3,1978,14,DM,M,38,45,Dipodomys,merriami,Rodent,Control
139,8,21,1977,14,PF,M,15,NA,Perognathus,flavus,Rodent,Control
188,9,12,1977,14,DS,F,48,NA,Dipodomys,spectabilis,Rodent,Control
300,10,17,1977,14,DS,F,NA,NA,Dipodomys,spectabilis,Rodent,Control
389,11,13,1977,14,DS,F,NA,113,Dipodomys,spectabilis,Rodent,Control
480,12,11,1977,14,DS,F,47,114,Dipodomys,spectabilis,Rodent,Control
555,1,9,1978,14,DS,F,48,116,Dipodomys,spectabilis,Rodent,Control
618,2,19,1978,14,DS,F,47,NA,Dipodomys,spectabilis,Rodent,Control
681,3,12,1978,14,DS,F,NA,NA,Dipodomys,spectabilis,Rodent,Control
783,4,9,1978,14,DS,F,47,90,Dipodomys,spectabilis,Rodent,Control
801,4,9,1978,14,DS,F,46,142,Dipodomys,spectabilis,Rodent,Control
893,5,18,1978,14,DS,F,48,121,Dipodomys,spectabilis,Rodent,Control
998,6,9,1978,14,DS,F,51,122,Dipodomys,spectabilis,Rodent,Control
1086,7,8,1978,14,DS,F,51,120,Dipodomys,spectabilis,Rodent,Control
1160,8,5,1978,14,DS,F,49,123,Dipodomys,spectabilis,Rodent,Control
1273,9,4,1978,14,DS,F,50,NA,Dipodomys,spectabilis,Rodent,Control
1364,10,8,1978,14,DS,F,50,121,Dipodomys,spectabilis,Rodent,Control
1463,11,5,1978,14,DS,F,46,121,Dipodomys,spectabilis,Rodent,Control
1520,12,3,1978,14,DS,F,47,120,Dipodomys,spectabilis,Rodent,Control
1088,7,8,1978,14,PP,M,23,10,Chaetodipus,penicillatus,Rodent,Control
537,1,9,1978,14,OT,NA,NA,NA,Onychomys,torridus,Rodent,Control
1002,6,9,1978,14,SS,M,NA,130,Spermophilus,spilosoma,Rodent,Control
544,1,9,1978,14,OL,NA,NA,NA,Onychomys,leucogaster,Rodent,Control
860,5,17,1978,14,OL,M,NA,NA,Onychomys,leucogaster,Rodent,Control
465,12,11,1977,5,NL,NA,NA,NA,Neotoma,albigula,Rodent,Rodent Exclosure
875,5,17,1978,5,NL,F,33,212,Neotoma,albigula,Rodent,Rodent Exclosure
98,8,20,1977,5,DM,M,38,40,Dipodomys,merriami,Rodent,Rodent Exclosure
101,8,20,1977,5,DM,F,35,46,Dipodomys,merriami,Rodent,Rodent Exclosure
161,9,11,1977,5,DM,M,37,42,Dipodomys,merriami,Rodent,Rodent Exclosure
169,9,11,1977,5,DM,M,37,NA,Dipodomys,merriami,Rodent,Rodent Exclosure
183,9,11,1977,5,DM,F,37,46,Dipodomys,merriami,Rodent,Rodent Exclosure
330,10,18,1977,5,DM,M,37,43,Dipodomys,merriami,Rodent,Rodent Exclosure
334,10,18,1977,5,DM,F,37,45,Dipodomys,merriami,Rodent,Rodent Exclosure
411,11,14,1977,5,DM,M,36,42,Dipodomys,merriami,Rodent,Rodent Exclosure
415,11,14,1977,5,DM,F,36,41,Dipodomys,merriami,Rodent,Rodent Exclosure
502,12,11,1977,5,DM,F,36,43,Dipodomys,merriami,Rodent,Rodent Exclosure
579,1,10,1978,5,DM,F,NA,45,Dipodomys,merriami,Rodent,Rodent Exclosure
607,2,19,1978,5,DM,F,36,39,Dipodomys,merriami,Rodent,Rodent Exclosure
625,2,19,1978,5,DM,F,35,56,Dipodomys,merriami,Rodent,Rodent Exclosure
696,3,12,1978,5,DM,F,37,45,Dipodomys,merriami,Rodent,Rodent Exclosure
699,3,12,1978,5,DM,F,36,43,Dipodomys,merriami,Rodent,Rodent Exclosure
700,3,12,1978,5,DM,M,37,49,Dipodomys,merriami,Rodent,Rodent Exclosure
702,3,12,1978,5,DM,M,35,47,Dipodomys,merriami,Rodent,Rodent Exclosure
704,3,12,1978,5,DM,M,35,NA,Dipodomys,merriami,Rodent,Rodent Exclosure
772,4,9,1978,5,DM,NA,NA,NA,Dipodomys,merriami,Rodent,Rodent Exclosure
773,4,9,1978,5,DM,M,37,48,Dipodomys,merriami,Rodent,Rodent Exclosure
774,4,9,1978,5,DM,M,36,39,Dipodomys,merriami,Rodent,Rodent Exclosure
775,4,9,1978,5,DM,M,37,44,Dipodomys,merriami,Rodent,Rodent Exclosure
776,4,9,1978,5,DM,M,37,45,Dipodomys,merriami,Rodent,Rodent Exclosure
800,4,9,1978,5,DM,F,35,50,Dipodomys,merriami,Rodent,Rodent Exclosure
1017,6,9,1978,5,DM,F,36,50,Dipodomys,merriami,Rodent,Rodent Exclosure
1095,7,8,1978,5,DM,F,36,47,Dipodomys,merriami,Rodent,Rodent Exclosure
1262,9,4,1978,5,DM,F,36,39,Dipodomys,merriami,Rodent,Rodent Exclosure
1270,9,4,1978,5,DM,F,35,49,Dipodomys,merriami,Rodent,Rodent Exclosure
1291,9,4,1978,5,DM,F,37,38,Dipodomys,merriami,Rodent,Rodent Exclosure
1383,10,8,1978,5,DM,F,36,46,Dipodomys,merriami,Rodent,Rodent Exclosure
1524,12,3,1978,5,DM,F,36,37,Dipodomys,merriami,Rodent,Rodent Exclosure
87,8,20,1977,5,PF,F,11,9,Perognathus,flavus,Rodent,Rodent Exclosure
113,8,20,1977,5,PF,F,13,8,Perognathus,flavus,Rodent,Rodent Exclosure
11,7,16,1977,5,DS,F,53,NA,Dipodomys,spectabilis,Rodent,Rodent Exclosure
100,8,20,1977,5,DS,F,54,NA,Dipodomys,spectabilis,Rodent,Rodent Exclosure
159,9,11,1977,5,DS,M,53,NA,Dipodomys,spectabilis,Rodent,Rodent Exclosure
329,10,18,1977,5,DS,F,47,NA,Dipodomys,spectabilis,Rodent,Rodent Exclosure
335,10,18,1977,5,DS,M,52,NA,Dipodomys,spectabilis,Rodent,Rodent Exclosure
341,10,18,1977,5,DS,M,50,NA,Dipodomys,spectabilis,Rodent,Rodent Exclosure
407,11,14,1977,5,DS,F,50,116,Dipodomys,spectabilis,Rodent,Rodent Exclosure
410,11,14,1977,5,DS,M,53,137,Dipodomys,spectabilis,Rodent,Rodent Exclosure
412,11,14,1977,5,DS,M,52,126,Dipodomys,spectabilis,Rodent,Rodent Exclosure
464,12,11,1977,5,DS,M,49,139,Dipodomys,spectabilis,Rodent,Rodent Exclosure
569,1,10,1978,5,DS,M,NA,135,Dipodomys,spectabilis,Rodent,Rodent Exclosure
573,1,10,1978,5,DS,F,NA,122,Dipodomys,spectabilis,Rodent,Rodent Exclosure
613,2,19,1978,5,DS,M,49,NA,Dipodomys,spectabilis,Rodent,Rodent Exclosure
615,2,19,1978,5,DS,F,49,114,Dipodomys,spectabilis,Rodent,Rodent Exclosure
677,3,12,1978,5,DS,M,52,137,Dipodomys,spectabilis,Rodent,Rodent Exclosure
679,3,12,1978,5,DS,F,49,125,Dipodomys,spectabilis,Rodent,Rodent Exclosure
687,3,12,1978,5,DS,F,NA,69,Dipodomys,spectabilis,Rodent,Rodent Exclosure
787,4,9,1978,5,DS,F,50,114,Dipodomys,spectabilis,Rodent,Rodent Exclosure
790,4,9,1978,5,DS,F,50,76,Dipodomys,spectabilis,Rodent,Rodent Exclosure
791,4,9,1978,5,DS,M,53,141,Dipodomys,spectabilis,Rodent,Rodent Exclosure
862,5,17,1978,5,DS,M,52,137,Dipodomys,spectabilis,Rodent,Rodent Exclosure
863,5,17,1978,5,DS,M,48,57,Dipodomys,spectabilis,Rodent,Rodent Exclosure
1000,6,9,1978,5,DS,F,46,71,Dipodomys,spectabilis,Rodent,Rodent Exclosure
1005,6,9,1978,5,DS,M,54,134,Dipodomys,spectabilis,Rodent,Rodent Exclosure
1096,7,8,1978,5,DS,M,52,133,Dipodomys,spectabilis,Rodent,Rodent Exclosure
1100,7,8,1978,5,DS,M,50,71,Dipodomys,spectabilis,Rodent,Rodent Exclosure
1158,8,5,1978,5,DS,F,48,88,Dipodomys,spectabilis,Rodent,Rodent Exclosure
1162,8,5,1978,5,DS,M,53,137,Dipodomys,spectabilis,Rodent,Rodent Exclosure
1191,8,5,1978,5,DS,F,51,115,Dipodomys,spectabilis,Rodent,Rodent Exclosure
1280,9,4,1978,5,DS,M,52,140,Dipodomys,spectabilis,Rodent,Rodent Exclosure
1293,9,4,1978,5,DS,F,51,126,Dipodomys,spectabilis,Rodent,Rodent Exclosure
1298,9,4,1978,5,DS,F,51,106,Dipodomys,spectabilis,Rodent,Rodent Exclosure
1358,10,8,1978,5,DS,M,52,131,Dipodomys,spectabilis,Rodent,Rodent Exclosure
1449,11,5,1978,5,DS,M,52,132,Dipodomys,spectabilis,Rodent,Rodent Exclosure
1537,12,3,1978,5,DS,M,51,142,Dipodomys,spectabilis,Rodent,Rodent Exclosure
471,12,11,1977,5,OT,NA,NA,NA,Onychomys,torridus,Rodent,Rodent Exclosure
497,12,11,1977,5,OT,NA,NA,NA,Onychomys,torridus,Rodent,Rodent Exclosure
570,1,10,1978,5,OT,NA,NA,NA,Onychomys,torridus,Rodent,Rodent Exclosure
630,2,19,1978,5,OT,F,18,22,Onychomys,torridus,Rodent,Rodent Exclosure
631,2,19,1978,5,OT,M,20,25,Onychomys,torridus,Rodent,Rodent Exclosure
708,3,12,1978,5,OT,M,20,26,Onychomys,torridus,Rodent,Rodent Exclosure
1354,10,8,1978,5,OT,F,21,20,Onychomys,torridus,Rodent,Rodent Exclosure
1355,10,8,1978,5,OT,M,20,19,Onychomys,torridus,Rodent,Rodent Exclosure
1381,10,8,1978,5,OT,F,20,25,Onychomys,torridus,Rodent,Rodent Exclosure
1390,10,8,1978,5,OT,M,20,25,Onychomys,torridus,Rodent,Rodent Exclosure
1443,11,5,1978,5,OT,M,20,21,Onychomys,torridus,Rodent,Rodent Exclosure
1547,12,3,1978,5,OT,F,22,26,Onychomys,torridus,Rodent,Rodent Exclosure
1548,12,3,1978,5,OT,M,20,21,Onychomys,torridus,Rodent,Rodent Exclosure
177,9,11,1977,5,OX,F,NA,20,Onychomys,sp.,Rodent,Rodent Exclosure
736,4,8,1978,6,NL,M,NA,NA,Neotoma,albigula,Rodent,Short-term Krat Exclosure
15,7,16,1977,6,DM,F,36,NA,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
83,8,20,1977,6,DM,F,37,37,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
92,8,20,1977,6,DM,M,35,39,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
109,8,20,1977,6,DM,M,35,34,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
162,9,11,1977,6,DM,F,39,45,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
167,9,11,1977,6,DM,M,36,42,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
180,9,11,1977,6,DM,M,34,36,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
243,10,16,1977,6,DM,F,38,44,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
256,10,16,1977,6,DM,M,36,41,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
261,10,16,1977,6,DM,M,36,45,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
269,10,16,1977,6,DM,M,37,46,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
283,10,16,1977,6,DM,M,34,36,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
347,11,12,1977,6,DM,F,38,40,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
373,11,12,1977,6,DM,M,34,36,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
444,12,10,1977,6,DM,M,38,36,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
525,1,8,1978,6,DM,M,34,36,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
591,2,18,1978,6,DM,F,38,NA,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
734,4,8,1978,6,DM,M,36,NA,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
840,5,6,1978,6,DM,M,37,41,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
867,5,17,1978,6,DM,M,37,37,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
876,5,17,1978,6,DM,M,36,41,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
987,6,9,1978,6,DM,M,36,24,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
1006,6,9,1978,6,DM,M,37,38,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
1022,6,9,1978,6,DM,M,37,41,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
1148,8,5,1978,6,DM,F,38,43,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
1170,8,5,1978,6,DM,M,37,40,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
1251,9,4,1978,6,DM,F,38,46,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
1299,9,4,1978,6,DM,M,34,43,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
1369,10,8,1978,6,DM,M,37,38,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
1392,10,8,1978,6,DM,M,36,45,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
1439,11,5,1978,6,DM,M,35,43,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
1441,11,5,1978,6,DM,F,36,41,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
1445,11,5,1978,6,DM,F,35,36,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
1456,11,5,1978,6,DM,M,37,37,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
1528,12,3,1978,6,DM,M,36,42,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
10,7,16,1977,6,PF,F,20,NA,Perognathus,flavus,Rodent,Short-term Krat Exclosure
1161,8,5,1978,6,PF,F,16,6,Perognathus,flavus,Rodent,Short-term Krat Exclosure
252,10,16,1977,6,DS,F,53,NA,Dipodomys,spectabilis,Rodent,Short-term Krat Exclosure
837,5,6,1978,6,DS,F,48,73,Dipodomys,spectabilis,Rodent,Short-term Krat Exclosure
868,5,17,1978,6,DS,F,50,83,Dipodomys,spectabilis,Rodent,Short-term Krat Exclosure
871,5,17,1978,6,DS,F,NA,74,Dipodomys,spectabilis,Rodent,Short-term Krat Exclosure
1004,6,9,1978,6,DS,F,50,82,Dipodomys,spectabilis,Rodent,Short-term Krat Exclosure
